"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","url","categoryName"
"SkinTight Aesthetics","4.8","98","11740 San Vicente Blvd # 208","Los Angeles","California","US","https://www.skintightaesthetics.com/","(310) 829-4120","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=SkinTight%20Aesthetics&query_place_id=ChIJfd7kdkW7woARxHBgtAuzoW4","Medical spa"
"Harmony Aesthetics Center","5","255","11959 Santa Monica Blvd","Los Angeles","California","US","https://www.harmonyaestheticscenter.com/?utm_source=gbp&utm_medium=organic&utm_campaign=google_business_organic_la","(424) 372-9088","Medical spa","Esthetics service","Facial spa","Hair removal service","Hair replacement service","Laser hair removal service","Weight loss service","Wellness center",,,"https://www.google.com/maps/search/?api=1&query=Harmony%20Aesthetics%20Center&query_place_id=ChIJWwdYPhe7woARkSaoSSG1hlU","Medical spa"
"Legacy Wellness Med Spa","5","1","9636 Venice Blvd.","Culver City","California","US","https://www.legacywellnessmedspa.com/","(562) 270-0555","Wellness center",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Legacy%20Wellness%20Med%20Spa&query_place_id=ChIJq-sh0de7woARZTOHcfa35Lo","Wellness center"
"Westside Aesthetic Med Spa",,,"3831 Hughes Ave #704","Culver City","California","US","https://www.westsidehn.com/our-services/cosmetic-facial-plastic-surgeries/","(310) 204-4111","Medical clinic",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Westside%20Aesthetic%20Med%20Spa&query_place_id=ChIJp5KX4Ra7woAR0hvw8MJH0-o","Medical clinic"
"Brentwood Medical Group","4.8","8","11645 Wilshire Blvd # 745","Los Angeles","California","US","https://brentwoodmedicalaesthetics.com/","(310) 696-0100","Medical clinic","Laser hair removal service","Massage spa","Skin care clinic",,,,,,,"https://www.google.com/maps/search/?api=1&query=Brentwood%20Medical%20Group&query_place_id=ChIJAw8o2mC7woARTyYk9HOp9Xo","Medical clinic"
"Sculpt You Medical Spa Culver City","5","2","3831 Hughes Ave # 501","Culver City","California","US","http://sculptyou.net/","(310) 461-4306","Medical spa","Spa","Weight loss service","Wellness center",,,,,,,"https://www.google.com/maps/search/?api=1&query=Sculpt%20You%20Medical%20Spa%20Culver%20City&query_place_id=ChIJtdTykWS7woARwMp1ee55I6w","Medical spa"
"RAS Medical Aesthetics","3.9","7","11600 W Pico Blvd","Los Angeles","California","US","https://ras-medspa-store.square.site/","(310) 893-8726","Medical spa","Weight loss service",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=RAS%20Medical%20Aesthetics&query_place_id=ChIJudFjyAm7woARW54i5nuFXGA","Medical spa"
"RestoHealth Medspa","5","30","1134 S Robertson Blvd Suite 2","Los Angeles","California","US","http://www.restoringhealth4u.com/","(310) 729-5566","Medical spa","Doctor","Health spa","Holistic medicine practitioner","IV therapy service","Skin care clinic","Weight loss service","Wellness center",,,"https://www.google.com/maps/search/?api=1&query=RestoHealth%20Medspa&query_place_id=ChIJj3fe6m-7woARSPSfl7xIMtk","Medical spa"
"milk + honey | Culver City","4.6","104","8900 Venice Blvd. Ste. 102","Culver City","California","US","https://milkandhoneyspa.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing&utm_content=culver-city","(844) 645-5772","Medical spa","Eyelash salon","Facial spa","Hair salon","Massage spa","Day spa","Nail salon",,,,"https://www.google.com/maps/search/?api=1&query=milk%20%2B%20honey%20%7C%20Culver%20City&query_place_id=ChIJ6S5B3EG5woARwFB0R41hrdk","Medical spa"
"Vita Nova Med Spa",,,"834 E 108th St","Los Angeles","California","US",,"(940) 526-2350","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Vita%20Nova%20Med%20Spa&query_place_id=ChIJh-40BQDLwoARlcoCRbbZTsE","Medical spa"
"Golden Health & Beauty Center Encino CA","4.8","152","16661 Ventura Blvd #700","Encino","California","US","http://www.goldenhealthcenter.com/","(818) 285-8446","Medical spa","Facial spa","Skin care clinic","Spa","Wellness center",,,,,,"https://www.google.com/maps/search/?api=1&query=Golden%20Health%20%26%20Beauty%20Center%20Encino%20CA&query_place_id=ChIJGZjh7wCZwoAR3UqLTrNgjjY","Medical spa"
"Z Center for Cosmetic Health","5","94","14658 Ventura Blvd","Sherman Oaks","California","US","http://www.zcosmetichealth.com/","(818) 789-5500","Medical spa","Facial spa","Laser hair removal service","Medical Center","Skin care clinic","Surgeon","Weight loss service",,,,"https://www.google.com/maps/search/?api=1&query=Z%20Center%20for%20Cosmetic%20Health&query_place_id=ChIJ8RgjosWXwoARQJ08Ff7drvg","Medical spa"
"West LA Medical & Skincare","5","8","11111 W Olympic Blvd #401s","Los Angeles","California","US","http://www.westlaskincare.com/","(310) 473-1734","Skin care clinic","Dermatologist","Hair transplantation clinic","Medical office",,,,,,,"https://www.google.com/maps/search/?api=1&query=West%20LA%20Medical%20%26%20Skincare&query_place_id=ChIJ5y97j127woARnMf5_QJntyQ","Skin care clinic"
"YouthFill MD Med Spa - Brentwood","4.6","11","13050 San Vicente Blvd Suite #107","Los Angeles","California","US","https://www.youthfillmd.com/","(424) 645-2422","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=YouthFill%20MD%20Med%20Spa%20-%20Brentwood&query_place_id=ChIJ0dcD-3WjwoARqn7GHiyOwU8","Medical spa"
"COSMETIC LASER MEDSPA","3.2","9","1700 Westwood Blvd","Los Angeles","California","US",,"(310) 499-2440","Medical spa","Laser hair removal service",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=COSMETIC%20LASER%20MEDSPA&query_place_id=ChIJ8f3v00-5woARvoPBVT2IDLc","Medical spa"
"milk + honey | Brentwood","4.6","167","11826 San Vicente Blvd","Los Angeles","California","US","https://milkandhoneyspa.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing&utm_content=brentwood","(310) 906-2963","Medical spa","Eyelash salon","Facial spa","Massage spa","Day spa","Nail salon","Waxing hair removal service",,,,"https://www.google.com/maps/search/?api=1&query=milk%20%2B%20honey%20%7C%20Brentwood&query_place_id=ChIJIcFOB529woAR6uAMSdbobEI","Medical spa"
"Facial spa LA","5","20","6310 S San Vicente Blvd #325A","Los Angeles","California","US","https://facialspa.net/","(424) 278-4474","Facial spa","Day spa","Massage spa","Medical spa","Skin care clinic","Spa",,,,,"https://www.google.com/maps/search/?api=1&query=Facial%20spa%20LA&query_place_id=ChIJlcOwzMq5woARTVNLU5Rhq1k","Facial spa"
"Park Place MediSpa","4.9","60","120 S Avenue 64","Los Angeles","California","US","http://www.parkplacemedispa.com/","(323) 533-0681","Medical spa","Facial spa","Massage therapist",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Park%20Place%20MediSpa&query_place_id=ChIJ6Vy-mN7FwoARsWBP_W0ia5s","Medical spa"
"Boris Cosmetic","4.9","860","9700 Venice Blvd.","Culver City","California","US","https://www.boriscosmetic.com/","(310) 204-5822","Medical spa","Plastic surgery clinic","Plastic surgeon",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Boris%20Cosmetic&query_place_id=ChIJrTxFYSm6woARTPgcHitQ3gE","Medical spa"
"AMA Regenerative Medicine & Skincare","3.9","14","6310 S San Vicente Blvd #285","Los Angeles","California","US","https://www.amaregenmed.com/","(310) 460-2444","Medical spa","Doctor","Hyperbaric medicine physician","Medical clinic","Skin care clinic",,,,,,"https://www.google.com/maps/search/?api=1&query=AMA%20Regenerative%20Medicine%20%26%20Skincare&query_place_id=ChIJpUIV9c2kwoARiQhUlTl1iDY","Medical spa"
"Heather Nicole Advanced Integrative Skincare","5","13","1112 S Bedford St","Los Angeles","California","US","https://heathernicoleskincare.com/","(310) 770-9177","Medical spa","Skin care clinic",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Heather%20Nicole%20Advanced%20Integrative%20Skincare&query_place_id=ChIJlfY-bFm5woAR7dy6jDFosIw","Medical spa"
"Cool Med Spa","4","1","306 S Edinburgh Ave","Los Angeles","California","US","http://www.coolmedspa.com/","(323) 999-4423","Medical spa","Body shaping class",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cool%20Med%20Spa&query_place_id=ChIJU9RP0za5woARLDOhoSO88CM","Medical spa"
"Blue Magnolia Med Spa",,,"12340 Santa Monica Blvd #130","Los Angeles","California","US",,"(310) 899-0711","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Blue%20Magnolia%20Med%20Spa&query_place_id=ChIJq-ljBFujwoAR__h5Ko3ZGEU","Medical spa"
"Pacifica Medical Spa","4.2","10","12050 Ventura Blvd","Studio City","California","US","https://www.pacificaplasticsurgery.com/","(818) 763-0220","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pacifica%20Medical%20Spa&query_place_id=ChIJkw6e8ii9woARmcvs-5w50rA","Medical spa"
"Rejuve","4.9","99","15301 Ventura Blvd Suite U2","Sherman Oaks","California","US","https://www.rejuveclinics.com/","(818) 290-3711","Medical spa","Wellness center",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rejuve&query_place_id=ChIJh4bUmMCXwoAR5RqQ3VCtjjw","Medical spa"
"Renuevé Med Spa","4.4","38","15230 Burbank Blvd Suite 109","Sherman Oaks","California","US","https://renuevemedspa.com/","(818) 318-6985","Medical spa","Facial spa","Hair replacement service","Hair transplantation clinic","Health spa","Massage therapist","Skin care clinic",,,,"https://www.google.com/maps/search/?api=1&query=Renuev%C3%A9%20Med%20Spa&query_place_id=ChIJ__vvR92awoARdfCLHYU9fTU","Medical spa"
"Renu Med Lounge STUDIO CITY","4.8","69","12246 Ventura Blvd","Studio City","California","US","https://renumedlounge.com/","(818) 308-7131","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Renu%20Med%20Lounge%20STUDIO%20CITY&query_place_id=ChIJ88bgrES9woARdHKLx9hudfY","Medical spa"
"Balboa Medical Center & Spa","4.7","117","16311 Ventura Blvd #955","Encino","California","US","https://balboamedicalcentre.com/","(818) 701-0017","Medical spa","Health and beauty shop","Medical Center","Men's health physician","Spa","Weight loss service","Wellness center",,,,"https://www.google.com/maps/search/?api=1&query=Balboa%20Medical%20Center%20%26%20Spa&query_place_id=ChIJCf0skoeXwoARrCnOBfadtII","Medical spa"
"Aire Medical Spa","5","219","12080 Ventura Pl Unit E","Studio City","California","US","https://www.aire-medicalspa.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp","(818) 378-2461","Medical spa","Medical Center","Wellness center","Nutritionist","Physical therapy clinic",,,,,,"https://www.google.com/maps/search/?api=1&query=Aire%20Medical%20Spa&query_place_id=ChIJiY5EpyK_woAROgRwQFboQKU","Medical spa"
"New Glow","5","52","10651 Riverside Dr","Toluca Lake","California","US","http://new-glow.com/","(818) 570-7990","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=New%20Glow&query_place_id=ChIJ5VbegYfvrkARIZuv5CH_DZk","Medical spa"
"Cosmetic Injectables Center Medspa","4.9","353","14460 Ventura Blvd","Sherman Oaks","California","US","https://cosmeticinjectables.com/locations/sherman-oaks-ca/","(818) 322-0122","Medical spa","Dermatologist","Eyelash salon","Facial spa","Health spa","Laser hair removal service","Skin care clinic",,,,"https://www.google.com/maps/search/?api=1&query=Cosmetic%20Injectables%20Center%20Medspa&query_place_id=ChIJyyJl7ImXwoARwyiCZxC5kZE","Medical spa"
"Beyond The Needle MedSpa","5","27","12406 Ventura Blvd","Studio City","California","US","https://beyondtheneedlemedspa.com/?utm_source=gbp&utm_medium=organic&utm_campaign=gbp-listing&utm_content=studio-city-location","(951) 577-1311","Medical spa","Laser hair removal service","Skin care clinic","Weight loss service",,,,,,,"https://www.google.com/maps/search/?api=1&query=Beyond%20The%20Needle%20MedSpa&query_place_id=ChIJQWGPqtgZrIcRkXTPcf-Cn-c","Medical spa"
"IVE MEDICAL SPA","4.7","128","356 S Western Ave #206","Los Angeles","California","US","https://ivemedicalspa.com/","(213) 663-2333","Medical spa","Skin care clinic",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=IVE%20MEDICAL%20SPA&query_place_id=ChIJ33BAyly5woARb65oJ3BJlLY","Medical spa"
"Vermont Med spa","4.7","70","1234 N Vermont Ave","Los Angeles","California","US","https://vermontmedspa.com/","(323) 906-7830","Medical spa","Skin care clinic","Weight loss service",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Vermont%20Med%20spa&query_place_id=ChIJQ-ZXpe3HwoARlaLA7_Vz9us","Medical spa"
"Los Feliz Med Spa","4.7","70","2107 Hillhurst Ave","Los Angeles","California","US","http://www.losfelizmedspa.com/","(323) 664-0186","Medical spa","Facial spa","Hair removal service","Medical office","Skin care clinic",,,,,,"https://www.google.com/maps/search/?api=1&query=Los%20Feliz%20Med%20Spa&query_place_id=ChIJ8zCJ0rrAwoARhEUHBFe_M1s","Medical spa"
"Bliss Point Medical Spa","4.9","28","419 N Larchmont Blvd","Los Angeles","California","US","http://www.blisspointmedspa.com/","(310) 923-8451","Medical spa","Skin care clinic",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Bliss%20Point%20Medical%20Spa&query_place_id=ChIJnU_Ffo25woARcd3KVYLcrSo","Medical spa"
"Hush LA Medspa","4.7","105","5065 Hollywood Blvd #203","Los Angeles","California","US","https://www.hushla.net/","(323) 486-7339","Medical spa","Laser hair removal service","Skin care clinic",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Hush%20LA%20Medspa&query_place_id=ChIJ9eEOUGu_woARlx78uBt3peM","Medical spa"
"Bright Medical Spa","5","84","6370 Sunset Blvd Unit 505","Los Angeles","California","US","http://www.bright-medical-spa.com/","(424) 653-9278","Medical spa","IV therapy service","Medical clinic","Walk-in clinic","Wellness center",,,,,,"https://www.google.com/maps/search/?api=1&query=Bright%20Medical%20Spa&query_place_id=ChIJu4fJrcG_woARMe6cjR_J9gA","Medical spa"
"Sienna Med","4.4","123","4214 Beverly Blvd #202","Los Angeles","California","US","https://www.siennamedspa.com/","(213) 384-3800","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sienna%20Med&query_place_id=ChIJt5TCowe5woAROEym_FHmnt8","Medical spa"
"Deluxe Cosmetic Center","4.8","343","2630 W Olympic Blvd","Los Angeles","California","US","https://www.deluxecosmeticcenter.com/","(213) 900-9777","Medical spa","Skin care clinic",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Deluxe%20Cosmetic%20Center&query_place_id=ChIJG9nPM6HHwoARqCC5R15AYcI","Medical spa"
"Re:Lune - Medical Aesthetics and Wellness","5","124","3030 W Olympic Blvd Ste. 209","Los Angeles","California","US","https://www.simplyrenewla.com/","(213) 800-3088","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Re%3ALune%20-%20Medical%20Aesthetics%20and%20Wellness&query_place_id=ChIJ50LYcXu5woARCRO4ihLS8Ps","Medical spa"
"Flawless Skin Center","4.8","363","14108 Magnolia Blvd","Sherman Oaks","California","US","https://www.flawlessskincenter.com/","(818) 465-3060","Medical spa","Facial spa","Hair removal service","Laser hair removal service","Skin care clinic",,,,,,"https://www.google.com/maps/search/?api=1&query=Flawless%20Skin%20Center&query_place_id=ChIJsds82LSXwoARbEbgcoB9GU4","Medical spa"
"Vanity Look Skin Center","4.4","56","13619 Moorpark St","Sherman Oaks","California","US","http://vanitylookskincenter.com/","(818) 290-3938","Medical spa","Skin care clinic",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Vanity%20Look%20Skin%20Center&query_place_id=ChIJ9wexOyeXwoARO-_psH7yrYQ","Medical spa"
"Lavish Med Spa","4.7","15","5702 Sepulveda Blvd suite 106","Sherman Oaks","California","US",,"(323) 405-1772","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lavish%20Med%20Spa&query_place_id=ChIJx_J2JOyXwoARCzgoIVqMncY","Medical spa"
"Lazer Lounge","4.4","97","12436 Ventura Blvd","Studio City","California","US","http://lazerlounge.com/","(818) 821-8391","Medical spa","Facial spa",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lazer%20Lounge&query_place_id=ChIJ19s9t3KWwoARH-lQ1rzGqPk","Medical spa"
"LA Beauty Skin Center","4.4","217","10711 Riverside Dr","North Hollywood","California","US","https://www.labeautyskincenter.com/","(818) 888-0001","Medical spa","Hair removal service","Laser hair removal service","Plastic surgery clinic",,,,,,,"https://www.google.com/maps/search/?api=1&query=LA%20Beauty%20Skin%20Center&query_place_id=ChIJ1WR8eyO-woARBY4Gy4XQf4s","Medical spa"
"Glass Aesthetics Med Spa","5","73","14708 Ventura Boulevard Second Floor, #22","Sherman Oaks","CA","US","https://glassmedspala.com/","(424) 799-8985","Medical spa","Facial spa","Health spa","Skin care clinic",,,,,,,"https://www.google.com/maps/search/?api=1&query=Glass%20Aesthetics%20Med%20Spa&query_place_id=ChIJXTCJm9uXwoARrpLjSniM8Bs","Medical spa"
"Allure Laser & Wellness Spa","3.8","67","13061 Victory Blvd","Valley Glen","California","US","https://www.allurelaserla.com/","(818) 949-1010","Medical spa","Facial spa","IV therapy service","Laser hair removal service","Skin care clinic","Teeth whitening service","Weight loss service","Wellness center",,,"https://www.google.com/maps/search/?api=1&query=Allure%20Laser%20%26%20Wellness%20Spa&query_place_id=ChIJD2OmQvWWwoARp906HqboOqo","Medical spa"
"Skin Protocol","5","34","15928 Ventura Blvd #103","Encino","California","US","http://skinprotocol.org/?utm_source=GBP","(805) 823-2447","Medical spa",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Skin%20Protocol&query_place_id=ChIJO090W_-XwoAREi8T0Jss5Lg","Medical spa"
"MyAesthetika","4.9","62","12801 Victory Blvd unit a","North Hollywood","California","US","https://myaesthetika.net/","(747) 777-7001","Medical spa","Facial spa","IV therapy service","Laser hair removal service","Lymph drainage therapist","Skin care clinic","Sauna",,,,"https://www.google.com/maps/search/?api=1&query=MyAesthetika&query_place_id=ChIJndTJe0KXwoARX2-sRFIuu90","Medical spa"
